classification,postal_code,street_number,street_name,street_type
Non Residential,B4E 2H8,26,CHURCHILL DOWNS,CIR
Non Residential,B2Y 2N1,11,ACADIA,ST
Non Residential,B4E 3A9,190,LIVELY,RD
Non Residential,B3J 1V4,1579,HOLLIS,ST
Non Residential,B3K 2Z9,2236,MAITLAND,ST
Non Residential,B3J 2E3,1730,MARKET,ST
Non Residential,B3Z 4R2,3660,HAMMONDS PLAINS,RD
Non Residential,B3J 1H4,5656,SPRING GARDEN,RD
Non Residential,B2Y 1H5,71,PORTLAND,ST
Non Residential,B0J 1Y0,2588,WEST SHIP HARBOUR,RD
Non Residential,B3K 0A2,3773,WINDSOR,ST
Non Residential,B4A 1B7,1093,BEDFORD,HWY
Non Residential,B3B 1B3,520,WINDMILL,RD
Non Residential,B3B 1L5,81,ILSLEY,AVE
Non Residential,B4A 2B5,26,UNION,ST
Non Residential,B3L 1A3,6196,QUINPOOL,RD
Non Residential,B4C 2R8,446,SACKVILLE,DR
Non Residential,B3H 1Y7,5992,SPRING GARDEN,RD
Non Residential,B3B 1J1,1,MOORE,RD
Non Residential,B4C 3E4,80,FIRST LAKE,DR
Non Residential,B3G 1J3,51,OCEANVIEW SCHOOL,RD
Non Residential,B3B 0C7,29,LOGIEALMOND,CL
Non Residential,B3J 1Y9,1340,BARRINGTON,ST
Non Residential,B3V 1L9,40,EAST PENNANT,RD
Non Residential,B2R 1E9,48,POWDER MILL,RD
Non Residential,B3E 1J9,196,PORTERS LAKE STATION,RD
Non Residential,B3L 1A8,6440,QUINPOOL,RD
Non Residential,B3N 2T1,3671,DUTCH VILLAGE,RD
Non Residential,B3K 5N6,3121,KEMPT,RD
Non Residential,B3J 1Z9,1673,BARRINGTON,ST
Non Residential,B3T 2B3,1688,PROSPECT BAY,RD
Non Residential,B3B 1Z2,140,THORNE,AVE
Non Residential,B0N 1X0,279,MURCHYVILLE,RD
Non Residential,B3L 2W4,2984,OXFORD,ST
Non Residential,B2W 6L4,262,BAKER,DR
Non Residential,B2W 3M7,4,PANAVISTA,DR
Non Residential,B3H 1G2,5920,GORSEBROOK,AVE
Non Residential,B3H 1V7,5790,UNIVERSITY,AVE
Non Residential,B3S 1C5,216,CHAIN LAKE,DR
Non Residential,B3H 1X8,5800,SPRING GARDEN,RD
Non Residential,B3L 2C5,7077,BAYERS,RD
Non Residential,B3B 1H2,57,WRIGHT,AVE
Non Residential,B3K 4B9,2400,AGRICOLA,ST
Non Residential,B3T 1R8,2199,PROSPECT,RD
Non Residential,B3J 3T5,1470,DRESDEN,ROW
Non Residential,B0J 2L0,1,CHESTNUT,DR
Non Residential,B2V 1B8,236,ASTRAL,DR
Non Residential,B3B 1K5,30,ISNOR,DR
Non Residential,B3A 1W6,220,VICTORIA,RD
Non Residential,B3J 2B5,1663,ARGYLE,ST
Non Residential,B3K 4C4,2575,AGRICOLA,ST
Non Residential,B0J 1N0,83,SHORE,RD
Non Residential,B2Y 4K9,30,MOUNT HOPE,AVE
Non Residential,B3S 1T4,6,LONG LAKE,DR
Non Residential,B3H 1X1,6226,UNIVERSITY,AVE
Non Residential,B2Y 4M8,10,ATLANTIC,ST
Non Residential,B3L 1A3,6268,QUINPOOL,RD
Non Residential,B0J 1T0,10409,ST MARGARETS BAY,RD
Non Residential,B3K 5X8,3655,NORTH MARGINAL,RD
Non Residential,B3K 4V4,2631,CLIFTON,ST
Non Residential,B2Z 1G7,107,LOWER PARTRIDGE RIVER,RD
Non Residential,B3B 1C7,15,BORDEN,AVE
Non Residential,B0J 3H0,118,SPRY BAY VILLAGE,RD
Non Residential,B3N 2S8,3471,DUTCH VILLAGE,RD
Non Residential,B2Y 2N7,79,ALDERNEY,DR
Non Residential,B3B 1X7,33,SPECTACLE LAKE,DR
Non Residential,B2Y 2N1,19,ACADIA,ST
Non Residential,B3Z 3S2,96,PEGGYS POINT,RD
Non Residential,B3L 1K6,6141,CHEBUCTO,RD
Non Residential,B3H 3V7,1787,PRESTON,ST
Non Residential,B3J 3T5,5545,CLYDE,ST
Non Residential,B4A 0C3,50,VERDI,DR
Non Residential,B2Y 4W6,31,ORION,CRT
Non Residential,B3P 1R3,10,PARKHILL,RD
Non Residential,B2Y 4V9,61,MOUNT HOPE,AVE
Non Residential,B3H 3V9,1934,PRESTON,ST
Non Residential,B3K 1N9,6027,NORTH,ST
Non Residential,B4C 2R8,400,SACKVILLE,DR
Non Residential,B3J 1L6,5189,PRINCE,ST
Non Residential,B4C 4C7,116,LAKEVIEW,RD
Non Residential,B4C 2R8,452,SACKVILLE,DR
Non Residential,B3A 0C3,2,CHAPMAN,ST
Non Residential,B2T 1K3,601,BARNES,DR
Non Residential,B3K 4X8,3600,KEMPT,RD
Non Residential,B3V 1H2,19,HERRING COVE WHARF,LANE
Non Residential,B0J 1T0,469,CONRADS,RD
Non Residential,B3L 4T9,2717,JOSEPH HOWE,DR
Non Residential,B4A 3Y4,1595,BEDFORD,HWY
Non Residential,B3L 1P1,6225,WILLOW,ST
Non Residential,B3J 2A2,1678,BARRINGTON,ST
Non Residential,B3B 1T9,55,MACDONALD,AVE
Non Residential,B3K 5A9,3630,STRAWBERRY HILL,ST
Non Residential,B4A 1C5,1247,BEDFORD,HWY
Non Residential,B3B 1B6,621,WINDMILL,RD
Non Residential,B3M 2L6,629,BEDFORD,HWY
Non Residential,B2V 1E7,978,COLE HARBOUR,RD
Non Residential,B2Y 4W5,31,RAGUS,RD
Non Residential,B3B 2C9,65,JOHN SAVAGE,AVE
Non Residential,B3J 1Y9,1355,BARRINGTON,ST
Non Residential,B3K 4X2,3225,KEMPT,RD
Non Residential,B2X 1R6,131,MAIN,ST
Non Residential,B3B 1S3,90,THORNHILL,DR
Non Residential,B2X 2C5,233,WAVERLEY,RD
Non Residential,B2W 3E7,55,TACOMA,DR
Non Residential,B3K 4X6,3607,KEMPT,RD
Non Residential,B3R 1V4,318,HERRING COVE,RD
Non Residential,B3Z 3P4,8646,PEGGYS COVE,RD
Non Residential,B3H 2R5,947,MITCHELL,ST
Non Residential,B3K 4L1,2692,FERN,LANE
Non Residential,B4C 1N4,1,PINEHILL,DR
Non Residential,B3H 2P8,1071,BARRINGTON,ST
Non Residential,B3B 1M7,151,JOSEPH ZATZMAN,DR
Non Residential,B3T 1C3,1949,ST MARGARETS BAY,RD
Non Residential,B3M 2L3,397,BEDFORD,HWY
Non Residential,B3B 1Z1,32,TROOP,AVE
Non Residential,B3K 4X7,3484,INTERCOLONIAL,ST
Non Residential,B3H 4P7,1107,MARGINAL,RD
Non Residential,B3B 1H5,3,RALSTON,AVE
Non Residential,B2W 4K6,177,POPLAR,DR
Non Residential,B3J 2G4,1717,BRUNSWICK,ST
Non Residential,B4C 4C7,118,LAKEVIEW,RD
Non Residential,B4E 1S4,1000,SACKVILLE,DR
Non Residential,B3H 1Z9,6350,COBURG,RD
Non Residential,B3L 1A8,6420,QUINPOOL,RD
Non Residential,B4A 2T7,726,ROCKY LAKE,DR
Non Residential,B4G 1C5,1581,BEAVER BANK,RD
Non Residential,B2Y 1J1,152,PORTLAND,ST
Non Residential,B4B 1K2,34,VREGE,CRT
Non Residential,B3B 1G9,45,WRIGHT,AVE
Non Residential,B3K 5A8,3597,STRAWBERRY HILL,ST
Non Residential,B3A 1N3,268,WYSE,RD
Non Residential,B3B 0B9,82,HECTOR,GATE
Non Residential,B3N 1J7,282,ST MARGARETS BAY,RD
Non Residential,B3B 0M7,50,EILEEN STUBBS,AVE
Non Residential,B3B 2A7,47,TROOP,AVE
Non Residential,B3K 4N8,2714,ROBIE,ST
Non Residential,B2R 1L8,65,PEMBROOKE,ST
Non Residential,B2W 6A1,16,PORTLAND ESTATES,BLVD
Non Residential,B3J 1T2,1680,BEDFORD,ROW
Non Residential,B3H 0A4,1955,TROLLOPE,ST
Non Residential,B3B 0L1,19,CUDDY,LANE
Non Residential,B3B 1S1,50,THORNHILL,DR
Non Residential,B3T 1P6,199,OLD COACH,RD
Non Residential,B2V 2J5,900,COLE HARBOUR,RD
Non Residential,B3B 1X3,35,WILLIAMS,AVE
Non Residential,B0J 1N0,113,SHORE,RD
Non Residential,B3K 3B4,2150,GOTTINGEN,ST
Non Residential,B0J 1T0,10384,ST MARGARETS BAY,RD
Non Residential,B3K 1Z7,5545,YOUNG,ST
Non Residential,B3A 4T6,14,HIGHFIELD PARK,DR
Non Residential,B3H 2P2,6325,PEPPERELL,ST
Non Residential,B3H 1Y7,5980,SPRING GARDEN,RD
Non Residential,B3K 2C6,6050,LIVINGSTONE,ST
Non Residential,B2Y 4K3,25,ESTATES,RD
Non Residential,B3J 2L1,1463,SOUTH PARK,ST
Non Residential,B3M 2N5,25,TITUS,ST
Non Residential,B3B 1G5,1,WRIGHT,AVE
Non Residential,B3J 1J7,5228,BLOWERS,ST
Non Residential,B3J 1E5,1554,HOLLIS,ST
Non Residential,B3K 1Y5,5536,KAYE,ST
Non Residential,B3J 3X5,5367,COGSWELL,ST
Non Residential,B2Z 1E3,6,LILLIAN,DR
Non Residential,B3G 1S8,93,SAMUEL DANIAL,DR
Non Residential,B0J 3H0,111,BOUTILIERS SETTLEMENT,RD
Non Residential,B2Y 2R8,86,KING,ST
Non Residential,B2Y 1R2,22,JAMES,ST
Non Residential,B3R 1V5,331,HERRING COVE,RD
Non Residential,B3B 0A8,133,JOHN SAVAGE,AVE
Non Residential,B3S 1A2,84,CHAIN LAKE,DR
Non Residential,B3Z 4E3,71,ST PAULS,LANE
Non Residential,B3V 1B4,33,WHITEHEAD,RD
Non Residential,B3Z 1R5,20,BOUTILIERS POINT,RD
Non Residential,B3E 1L2,181,GREENOUGH,DR
Non Residential,B3B 0B9,98,HECTOR,GATE
Non Residential,B4C 2S3,636,SACKVILLE,DR
Non Residential,B4A 1E4,1440,BEDFORD,HWY
Non Residential,B3Z 3S1,109,PEGGYS POINT,RD
Non Residential,B3K 4V4,2691,CLIFTON,ST
Non Residential,B3T 1C2,31,PARKDALE,AVE
Non Residential,B3K 4X8,3700,KEMPT,RD
Non Residential,B3T 2B4,3709,PROSPECT,RD
Non Residential,B0J 1T0,20,CLEVELAND POINT,RD
Non Residential,B3B 1B4,6,WRIGHTS COVE,RD
Non Residential,B4B 1R1,6,FOURTH,ST
Non Residential,B2W 4A7,16,EVERGREEN,DR
Non Residential,B3J 2J4,1479,BIRMINGHAM,ST
Non Residential,B3K 1N9,6025,NORTH,ST
Non Residential,B3J 2L1,1447,SOUTH PARK,ST
Non Residential,B3J 1G5,5514,SPRING GARDEN,RD
Non Residential,B2V 1E6,942,COLE HARBOUR,RD
Non Residential,B4C 2S4,567,SACKVILLE,DR
Non Residential,B4E 3B1,1875,SACKVILLE,DR
Non Residential,B3J 1V9,1723,HOLLIS,ST
Non Residential,B3M 0A5,647,BEDFORD,HWY
Non Residential,B3B 1S3,130,THORNHILL,DR
Non Residential,B3Z 3R1,8388,PEGGYS COVE,RD
Non Residential,B3P 1S9,47,WILLIAMS LAKE,RD
Non Residential,B3A 4S8,18,HIGHFIELD PARK,DR
Non Residential,B3N 1J7,22,BALCOMES,DR
Non Residential,B3H 2G3,6221,JUBILEE,RD
Non Residential,B4A 2W5,20,MANN,ST
Non Residential,B0J 1Y0,3200,CLAM HARBOUR,RD
Non Residential,B3A 1G1,211,WINDMILL,RD
Non Residential,B3J 2B3,1572,ARGYLE,ST
Non Residential,B4A 1G2,1772,BEDFORD,HWY
Non Residential,B2Y 3R2,175,PLEASANT,ST
Non Residential,B3R 1V9,353,HERRING COVE,RD
Non Residential,B3A 3Y6,102,ALBRO LAKE,RD
Non Residential,B3B 0C9,130,JOHN SAVAGE,AVE
Non Residential,B2T 0H4,645,PRATT AND WHITNEY,DR
Non Residential,B3A 1L9,125,WYSE,RD
Non Residential,B3J 3T5,1468,DRESDEN,ROW
Non Residential,B2T 1G2,390,WINDSOR JUNCTION,RD
Non Residential,B4C 4G3,7,MURDOCK MACKAY,CRT
Non Residential,B2W 2R7,21,WOODLAWN,RD
Non Residential,B3G 1K8,2254,COW BAY,RD
Non Residential,B4B 1R9,596,LUCASVILLE,RD
Non Residential,B2Y 0C4,393,PLEASANT,ST
Non Residential,B2Y 1H1,69,PORTLAND,ST
Non Residential,B3B 1K3,2,WADDELL,AVE
Non Residential,B3J 2B2,1565,ARGYLE,ST
Non Residential,B3R 1V9,355,HERRING COVE,RD
Non Residential,B3A 1M9,194,WYSE,RD
Non Residential,B3J 3S7,1455,BRENTON,ST
Non Residential,B3M 3P1,124,KEARNEY LAKE,RD
Non Residential,B3T 1P3,1,MILLS,DR
Non Residential,B3J 0A1,5120,SALTER,ST
Non Residential,B3L 4A5,3115,RALSTON,AVE
Non Residential,B3K 3A9,2006,GOTTINGEN,ST
Non Residential,B2Y 4W2,17,PRINCE,ST
Non Residential,B2Y 1N3,311,PRINCE ALBERT,RD
Non Residential,B3L 4W2,6980,MUMFORD,RD
Non Residential,B4C 2N1,157,COBEQUID,RD
Non Residential,B2Y 1C2,62,OCHTERLONEY,ST
Non Residential,B3B 0H4,673,WILKINSON,AVE
Non Residential,B2V 1B8,238,ASTRAL,DR
Non Residential,B2W 4J9,566,MAIN,ST
Non Residential,B4B 0G7,61,GARY MARTIN,DR
Non Residential,B3V 1K8,1246,KETCH HARBOUR,RD
Non Residential,B3S 1G4,5,LAKELANDS,BLVD
Non Residential,B3K 5B5,2141,WINDSOR,ST
Non Residential,B3B 1H3,56,WRIGHT,AVE
Non Residential,B3K 5M7,2887,BARRINGTON,ST
Non Residential,B3T 1P2,180,PROSPECT,RD
Non Residential,B3B 1Y5,10,THORNE,AVE
Non Residential,B3E 1C9,2,PONDEROSA,DR
Non Residential,B4C 2M2,15,SACKVILLE CROSS,RD
Non Residential,B2Z 1P1,2195,CROWELL,RD
Non Residential,B3H 3P8,1459,LEMARCHANT,ST
Non Residential,B4A 1A4,813,BEDFORD,HWY
Non Residential,B3J 1T8,1323,HOLLIS,ST
Non Residential,B3J 1Z7,1573,BARRINGTON,ST
Non Residential,B3H 1J6,5461,INGLIS,ST
Non Residential,B3L 2X6,2575,KLINE,ST
Non Residential,B3T 1Y5,164,SANDY COVE,RD
Non Residential,B3J 3T6,5557,ANNANDALE,ST
Non Residential,B0J 1T0,9680,ST MARGARETS BAY,RD
Non Residential,B3M 4P5,45,KNIGHTSRIDGE,DR
Non Residential,B3B 1R3,50,SIMMONDS,DR
Non Residential,B4B 0E7,260,BALLYBUNION,RUN
Non Residential,B2X 1S1,159,MAIN,ST
Non Residential,B3L 1X4,6462,LONDON,ST
Non Residential,B3S 1A8,106,CHAIN LAKE,DR
Non Residential,B3Z 3A6,11229,PEGGYS COVE,RD
Non Residential,B2W 2M6,611,PORTLAND,ST
Non Residential,B4C 1L1,46,PRINCE,ST
Non Residential,B3K 1C8,5769,CUNARD,ST
Non Residential,B3A 1E9,196,WINDMILL,RD
Non Residential,B2W 1A8,731,PLEASANT,ST
Non Residential,B3B 1R9,81,THORNHILL,DR
Non Residential,B3K 4E5,2813,AGRICOLA,ST
Non Residential,B4C 3H6,731,OLD SACKVILLE,RD
Non Residential,B2Z 1P9,3621,LAWRENCETOWN,RD
Non Residential,B3B 1R5,181,JOSEPH ZATZMAN,DR
Non Residential,B4C 2M2,73,SACKVILLE CROSS,RD
Non Residential,B3L 1K7,6225,CHEBUCTO,RD
Non Residential,B3M 3B5,50,DONALDSON,AVE
Non Residential,B2Y 3W1,18,GASTON,RD
Non Residential,B3B 1S2,151,THORNHILL,DR
Non Residential,B3J 1Z6,1558,BARRINGTON,ST
Non Residential,B3H 1Y7,5994,SPRING GARDEN,RD
Non Residential,B4C 3Z6,1,METROPOLITAN,AVE
Non Residential,B4A 1W5,7,BEDFORD,ST
Non Residential,B4E 3C3,2579,SACKVILLE,DR
Non Residential,B3B 1H5,9,RALSTON,AVE
Non Residential,B0J 2L0,32,RIVERSIDE,AVE
Non Residential,B3M 0G2,27,PEAKVIEW,WAY
Non Residential,B3K 4E8,2893,AGRICOLA,ST
Non Residential,B3A 1G1,221,WINDMILL,RD
Non Residential,B4E 3E8,169,LUCASVILLE,RD
Non Residential,B3K 1V7,5835,BILBY,ST
Non Residential,B0J 1T0,10049,ST MARGARETS BAY,RD
Non Residential,B0J 1N0,129,MOTTS,DR
Non Residential,B3K 2S3,6420,LADY HAMMOND,RD
Non Residential,B2X 1T4,309,MAIN,ST
Non Residential,B4A 1A9,955,BEDFORD,HWY
Non Residential,B3Z 3R7,19,CHURCH,RD
Non Residential,B3T 1A9,22,LAKESIDE,DR
Non Residential,B3L 4C3,3311,ASHBURN,AVE
Non Residential,B3A 1V2,95,VICTORIA,RD
Non Residential,B4C 2N4,216,COBEQUID,RD
Non Residential,B3K 2Y9,2263,BRUNSWICK,ST
Non Residential,B3A 1K1,463,WINDMILL,RD
Non Residential,B2Y 4K1,6,MOUNT HOPE,AVE
Non Residential,B3Z 4R2,3610,HAMMONDS PLAINS,RD
Non Residential,B3K 4C2,2488,AGRICOLA,ST
Non Residential,B3R 1T5,19,DENTITH,RD
Non Residential,B0J 3B0,1442,PASSAGE,RD
Non Residential,B3L 1L3,6469,CHEBUCTO,RD
Non Residential,B3J 3T5,5553,CLYDE,ST
Non Residential,B3K 1Z7,5531,YOUNG,ST
Non Residential,B2Y 1N6,344,PRINCE ALBERT,RD
Non Residential,B3K 4C5,2526,AGRICOLA,ST
Non Residential,B2W 1A4,532,PLEASANT,ST
Non Residential,B2Y 1H1,45,PORTLAND,ST
Non Residential,B2W 4T6,320,FLYING CLOUD,DR
Non Residential,B3H 2R1,1046,BARRINGTON,ST
Non Residential,B3B 0L3,103,GARLAND,AVE
Non Residential,B3N 1P5,30,HERRING COVE,RD
Non Residential,B3B 1B3,534,WINDMILL,RD
Non Residential,B3H 4P8,1215,MARGINAL,RD
Non Residential,B4A 0C2,141,DAMASCUS,RD
Non Residential,B4G 0A7,991,WINDGATE,DR
Non Residential,B3K 2E6,6041,STAIRS,ST
Non Residential,B3Z 4H3,5216,ST MARGARETS BAY,RD
Non Residential,B3B 1E5,47,MOSHER,DR
Non Residential,B3J 1X1,1550,GRANVILLE,ST
Non Residential,B3K 4P3,2827,ROBIE,ST
Non Residential,B3J 3P8,1645,ARGYLE,ST
Non Residential,B0J 3A0,85,PROVIDER,RD
Non Residential,B3H 1J8,5498,INGLIS,ST
Non Residential,B0J 1N0,137,MOTTS,DR
Non Residential,B3S 1P1,30,FAIRFAX,DR
Non Residential,B4C 2S5,664,SACKVILLE,DR
Non Residential,B3H 2X3,506,TOWER,RD
Non Residential,B4C 2Z8,100,METROPOLITAN,AVE
Non Residential,B2T 1B9,2040,OLD GUYSBOROUGH,RD
Non Residential,B4B 1G7,50,BLUEWATER,RD
Non Residential,B3H 1K8,5960,INGLIS,ST
Non Residential,B3B 1V1,200,ILSLEY,AVE
Non Residential,B3Z 3S9,7073,PROSPECT,RD
Non Residential,B3L 1A4,6285,QUINPOOL,RD
Non Residential,B4A 1A2,772,BEDFORD,HWY
Non Residential,B3L 1A8,6452,QUINPOOL,RD
Non Residential,B2X 1R6,135,MAIN,ST
Non Residential,B4B 1J8,3,KINGSWOOD,DR
Non Residential,B2W 3Y2,193,CONO,DR
Non Residential,B0N 2H0,1365,COOKS BROOK,RD
Non Residential,B0N 1X0,154,HIGGINSVILLE,RD
Non Residential,B3K 1Z7,5523,YOUNG,ST
Non Residential,B3S 1M7,360,LACEWOOD,DR
Non Residential,B3Z 4R2,3614,HAMMONDS PLAINS,RD
Non Residential,B3T 1P3,25,MILLS,DR
Non Residential,B3K 1P2,6103,NORTH,ST
Non Residential,B3S 1C5,214,CHAIN LAKE,DR
Non Residential,B2W 2M5,597,PORTLAND,ST
Non Residential,B3B 1B5,626,WINDMILL,RD
Non Residential,B3J 3P9,1726,GRAFTON,ST
Non Residential,B3J 1V7,1660,HOLLIS,ST
Non Residential,B3A 1N3,260,WYSE,RD
Non Residential,B4C 2R8,528,SACKVILLE,DR
Non Residential,B3B 0J6,60,CUTLER,AVE
Non Residential,B3K 4C5,2540,AGRICOLA,ST
Non Residential,B3A 1K2,44,HESTER,ST
Non Residential,B3M 2L3,389,BEDFORD,HWY
Non Residential,B3T 1A6,1109,ST MARGARETS BAY,RD
Non Residential,B3J 1Y6,1256,BARRINGTON,ST
Non Residential,B3B 1E3,37,FIELDING,AVE
Non Residential,B3S 1C9,225,CHAIN LAKE,DR
Non Residential,B3J 2L1,1453,SOUTH PARK,ST
Non Residential,B4G 0A7,855,WINDGATE,DR
Non Residential,B2Z 1R1,4144,LAWRENCETOWN,RD
Non Residential,B4C 2M2,27,SACKVILLE CROSS,RD
Non Residential,B2W 3Y2,31,CONO,DR
Non Residential,B2Y 1G3,54,QUEEN,ST
Non Residential,B3J 1B3,5178,MORRIS,ST
Non Residential,B3K 4C6,2570,AGRICOLA,ST
Non Residential,B3B 1P4,220,JOSEPH ZATZMAN,DR
Non Residential,B0J 2L0,169,WEST PETPESWICK,RD
Non Residential,B3K 4B8,2405,AGRICOLA,ST
Non Residential,B0J 3H0,167,SPRY BAY VILLAGE,RD
Non Residential,B4B 0L8,21,GLEN ARBOUR,WAY
Non Residential,B3N 1J8,371,ST MARGARETS BAY,RD
Non Residential,B3S 1B8,68,LOVETT LAKE,CRT
Non Residential,B3Z 1W4,6991,ST MARGARETS BAY,RD
Non Residential,B4A 2W4,89,MANN,ST
Non Residential,B0J 1W0,3,MONUMENT,LOOP
Non Residential,B4C 3J4,21,GLENDALE,AVE
Non Residential,B3B 1J6,13,AKERLEY,BLVD
Non Residential,B3M 0G2,41,PEAKVIEW,WAY
Non Residential,B2Y 1H6,98,PORTLAND,ST
Non Residential,B2T 1E6,1265,FALL RIVER,RD
Non Residential,B4C 3M1,42,GLENDALE,AVE
Non Residential,B3T 1G9,24,JAMES,ST
Non Residential,B3J 2K4,1589,DRESDEN,ROW
Non Residential,B3K 4T9,2305,CLIFTON,ST
Non Residential,B3K 4W5,2756,GLADSTONE,ST
Non Residential,B3M 2K5,273,BEDFORD,HWY
Non Residential,B3B 1J8,39,GURHOLT,DR
Non Residential,B3S 1C5,192,CHAIN LAKE,DR
Non Residential,B2V 1N5,1397,COLE HARBOUR,RD
Non Residential,B3J 1T6,1252,HOLLIS,ST
Non Residential,B3K 5A8,3607,STRAWBERRY HILL,ST
Non Residential,B3K 4S7,3545,ROBIE,ST
Non Residential,B3S 1A1,90,HORSESHOE LAKE,DR
Non Residential,B3H 2R9,1080,QUEEN,ST
Non Residential,B0J 1N0,20,ASPEN,RD
Non Residential,B3M 2J2,50,BEDFORD,HWY
Non Residential,B3B 2B2,239,BROWNLOW,AVE
Non Residential,B3B 1N7,113,SIMMONDS,DR
Non Residential,B3K 1C4,5568,CUNARD,ST
Non Residential,B3J 3T5,1452,DRESDEN,ROW
Non Residential,B0J 3A0,240,BONAVENTURE,ST
Non Residential,B3A 4B8,26,COURTNEY,RD
Non Residential,B3H 4M2,5595,FENWICK,ST
Non Residential,B3B 1Z5,150,AKERLEY,BLVD
Non Residential,B4A 2W4,25,MANN,ST
Non Residential,B3J 1H5,5670,SPRING GARDEN,RD
Non Residential,B0J 2L0,11,EAST PETPESWICK,RD
Non Residential,B3B 1H5,5,RALSTON,AVE
Non Residential,B2W 6L4,220,BAKER,DR
Non Residential,B3N 2E2,4,MELROSE,AVE
Non Residential,B3J 4A9,1987,ALBEMARLE,ST
Non Residential,B3H 2X3,1360,LOWER WATER,ST
Non Residential,B4A 1C6,1242,BEDFORD,HWY
Non Residential,B2Y 1H7,101,PORTLAND,ST
Non Residential,B4A 4J6,2,OCEANVIEW,DR
Non Residential,B3J 1G8,5525,SPRING GARDEN,RD
Non Residential,B3B 1T7,80,RADDALL,AVE
Non Residential,B4E 1S1,857,SACKVILLE,DR
Non Residential,B2T 1K3,199,AEROTECH,DR
Non Residential,B3B 1Z1,60,WILLIAMS,AVE
Non Residential,B2Y 1C9,155,OCHTERLONEY,ST
Non Residential,B3J 3T5,1450,DRESDEN,ROW
Non Residential,B0J 3A0,81,FIRE HALL,RD
Non Residential,B2W 2S1,54,WOODLAWN,RD
Non Residential,B4A 2V3,31,ROCKMANOR,DR
Non Residential,B3M 2S6,55,KEARNEY LAKE,RD
Non Residential,B3M 1M3,111,CLAYTON PARK,DR
Non Residential,B4C 3Y7,526,COBEQUID,RD
Non Residential,B3M 2J2,44,BEDFORD,HWY
Non Residential,B2Y 4W6,30,ORION,CRT
Non Residential,B3B 0J6,306,CUTLER,AVE
Non Residential,B3B 0C1,51,HECTOR,GATE
Non Residential,B3J 1G8,5527,SPRING GARDEN,RD
Non Residential,B3K 4B2,2029,NORTH PARK,ST
Non Residential,B4B 1H1,241,BLUEWATER,RD
Non Residential,B3J 2G9,1991,BRUNSWICK,ST
Non Residential,B3H 0A1,750,MARGINAL,RD
Non Residential,B0J 3A0,20,PROVIDER,RD
Non Residential,B3J 0A1,5188,SALTER,ST
Non Residential,B2Y 4T6,101,RESEARCH,DR
Non Residential,B3S 1L8,376,LACEWOOD,DR
Non Residential,B3K 4C5,2530,AGRICOLA,ST
Non Residential,B4E 1K5,190,BEAVER BANK CROSS,RD
Non Residential,B3B 1B7,693,WINDMILL,RD
Non Residential,B3K 3B3,2118,GOTTINGEN,ST
Non Residential,B2Y 1R6,6,ST GEORGES,LANE
Non Residential,B3Z 4A4,7628,ST MARGARETS BAY,RD
Non Residential,B4E 1R7,810,SACKVILLE,DR
Non Residential,B3V 1R3,125,BULL POINT,RD
Non Residential,B2Y 1G9,10,PORTLAND,ST
Non Residential,B3H 2Z1,1330,CATHEDRAL,LANE
Non Residential,B3S 0A2,45,WASHMILL LAKE,DR
Non Residential,B4A 0C2,105,DAMASCUS,RD
Non Residential,B3J 1T1,1675,BEDFORD,ROW
Non Residential,B3K 1T5,5659,ALMON,ST
Non Residential,B3J 3Y3,5425,SACKVILLE,ST
Non Residential,B3B 1R8,50,AKERLEY,BLVD
Non Residential,B2Y 2R7,63,KING,ST
Non Residential,B4A 0C1,30,DAMASCUS,RD
Non Residential,B4C 0B5,85,TEMPLE,TERR
Non Residential,B3B 1R7,105,AKERLEY,BLVD
Non Residential,B3A 1M9,196,WYSE,RD
Non Residential,B3L 0A3,3151,OXFORD,ST
Non Residential,B2W 6B6,101,FOREST HILLS,PKY
Non Residential,B3N 2S8,3481,DUTCH VILLAGE,RD
Non Residential,B3Z 2R7,12285,PEGGYS COVE,RD
Non Residential,B4G 1C5,95,KINSAC,RD
Non Residential,B3P 1M1,264,HERRING COVE,RD
Non Residential,B3A 1M3,138,WYSE,RD
Non Residential,B2V 1E6,940,COLE HARBOUR,RD
Non Residential,B3J 1J7,5236,BLOWERS,ST
Non Residential,B3K 1P1,6041,NORTH,ST
Non Residential,B3V 1E9,133,WEST PENNANT,RD
Non Residential,B0J 2L0,1765,OSTREA LAKE,RD
Non Residential,B3B 1R6,64,TRIDER,CRES
Non Residential,B3B 1R6,30,TRIDER,CRES
Non Residential,B3B 1K1,49,PETTIPAS,DR
Non Residential,B4B 1G7,2,BLUEWATER,RD
Non Residential,B4A 2W4,119,MANN,ST
Non Residential,B2Y 1J5,193,PORTLAND,ST
Non Residential,B4A 1E4,1496,BEDFORD,HWY
Non Residential,B2R 1Y8,2115,WAVERLEY,RD
Non Residential,B3B 1J9,20,GURHOLT,DR
Non Residential,B3K 1W9,5450,RUSSELL,ST
Non Residential,B4C 3Z2,17,ESTATES,RD
Non Residential,B3K 1T5,5693,ALMON,ST
Non Residential,B3J 2A4,1727,BARRINGTON,ST
Non Residential,B4B 1J6,270,BLUEWATER,RD
Non Residential,B3J 4A9,1883,ALBEMARLE,ST
Non Residential,B3L 2B1,6476,BAYERS,RD
Non Residential,B3B 0A9,140,EILEEN STUBBS,AVE
